,v2_term_x,description,v3_term,v2_term_y,unk,icd10_term,snomed_concept_id,icd10_code,category,concept_id_ph,concept_version_id_ph,phenotype_id,phenotype_version_id,phenotype_name,disease,description_ph
83,2BBR.,O/E - right eye preproliferative diabetic retinopathy,YamPL,2BBR.,XaJOi,E143D,95722004,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
84,2BBS.,O/E - left eye preproliferative diabetic retinopathy,YamPN,2BBS.,XaJOj,E143D,247128007,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
85,2BBS.,O/E - left eye preproliferative diabetic retinopathy,YamPN,2BBS.,XaJOj,E143D,25093002,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
86,2BBS.,O/E - left eye preproliferative diabetic retinopathy,YamPN,2BBS.,XaJOj,E143D,373041000000101,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
87,2BBS.,O/E - left eye preproliferative diabetic retinopathy,YamPN,2BBS.,XaJOj,E143D,95722004,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
88,2BBT.,O/E - right eye proliferative diabetic retinopathy,YamPP,2BBT.,XaJOk,E143D,247128007,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
89,2BBT.,O/E - right eye proliferative diabetic retinopathy,YamPP,2BBT.,XaJOk,E143D,25093002,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
90,2BBT.,O/E - right eye proliferative diabetic retinopathy,YamPP,2BBT.,XaJOk,E143D,373041000000101,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
91,2BBT.,O/E - right eye proliferative diabetic retinopathy,YamPP,2BBT.,XaJOk,E143D,95722004,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
92,2BBV.,O/E - left eye proliferative diabetic retinopathy,YamPR,2BBV.,XaJOl,E143D,247128007,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
93,2BBV.,O/E - left eye proliferative diabetic retinopathy,YamPR,2BBV.,XaJOl,E143D,25093002,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
94,2BBV.,O/E - left eye proliferative diabetic retinopathy,YamPR,2BBV.,XaJOl,E143D,373041000000101,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
95,2BBV.,O/E - left eye proliferative diabetic retinopathy,YamPR,2BBV.,XaJOl,E143D,95722004,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
96,2BBW.,O/E - right eye diabetic maculopathy,YamPU,2BBW.,XaJOn,E143D,247128007,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
97,2BBW.,O/E - right eye diabetic maculopathy,YamPU,2BBW.,XaJOn,E143D,25093002,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
98,2BBW.,O/E - right eye diabetic maculopathy,YamPU,2BBW.,XaJOn,E143D,373041000000101,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
99,2BBW.,O/E - right eye diabetic maculopathy,YamPU,2BBW.,XaJOn,E143D,95722004,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
100,2BBX.,O/E - left eye diabetic maculopathy,YamPW,2BBX.,XaJOo,E143D,247128007,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
101,2BBX.,O/E - left eye diabetic maculopathy,YamPW,2BBX.,XaJOo,E143D,25093002,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
102,2BBX.,O/E - left eye diabetic maculopathy,YamPW,2BBX.,XaJOo,E143D,373041000000101,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
103,2BBX.,O/E - left eye diabetic maculopathy,YamPW,2BBX.,XaJOo,E143D,95722004,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
104,2BBk.,O/E - right eye stable treated proliferative diabetic retinopathy,YanS1,2BBk.,XaKDG,E143D,247128007,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
105,2BBk.,O/E - right eye stable treated proliferative diabetic retinopathy,YanS1,2BBk.,XaKDG,E143D,25093002,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
106,2BBk.,O/E - right eye stable treated proliferative diabetic retinopathy,YanS1,2BBk.,XaKDG,E143D,373041000000101,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
107,2BBk.,O/E - right eye stable treated proliferative diabetic retinopathy,YanS1,2BBk.,XaKDG,E143D,95722004,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
108,2BBl.,O/E - left eye stable treated proliferative diabetic retinopathy,YanS3,2BBl.,XaKDH,E143D,247128007,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
109,2BBl.,O/E - left eye stable treated proliferative diabetic retinopathy,YanS3,2BBl.,XaKDH,E143D,25093002,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
110,2BBl.,O/E - left eye stable treated proliferative diabetic retinopathy,YanS3,2BBl.,XaKDH,E143D,373041000000101,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
111,2BBl.,O/E - left eye stable treated proliferative diabetic retinopathy,YanS3,2BBl.,XaKDH,E143D,95722004,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
112,2BBm.,O/E - right eye clinically significant macular oedema,YanS5,2BBm.,XaKDI,E143D,247128007,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
113,2BBm.,O/E - right eye clinically significant macular oedema,YanS5,2BBm.,XaKDI,E143D,25093002,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
114,2BBm.,O/E - right eye clinically significant macular oedema,YanS5,2BBm.,XaKDI,E143D,373041000000101,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
115,2BBm.,O/E - right eye clinically significant macular oedema,YanS5,2BBm.,XaKDI,E143D,95722004,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
116,2BBn.,O/E - left eye clinically significant macular oedema,YanS7,2BBn.,XaKDJ,E143D,247128007,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
117,2BBn.,O/E - left eye clinically significant macular oedema,YanS7,2BBn.,XaKDJ,E143D,25093002,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
118,2BBn.,O/E - left eye clinically significant macular oedema,YanS7,2BBn.,XaKDJ,E143D,373041000000101,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
119,2BBn.,O/E - left eye clinically significant macular oedema,YanS7,2BBn.,XaKDJ,E143D,95722004,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
120,2BBo.,O/E - sight threatening diabetic retinopathy,Yanwh,2BBo.,XaKcS,E143D,247128007,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
121,2BBo.,O/E - sight threatening diabetic retinopathy,Yanwh,2BBo.,XaKcS,E143D,25093002,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
122,2BBo.,O/E - sight threatening diabetic retinopathy,Yanwh,2BBo.,XaKcS,E143D,373041000000101,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
123,2BBo.,O/E - sight threatening diabetic retinopathy,Yanwh,2BBo.,XaKcS,E143D,95722004,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
124,2BBr.,Impaired vision due to diabetic retinopathy,YasHI,2BBr.,XaPen,E143D,247128007,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
125,2BBr.,Impaired vision due to diabetic retinopathy,YasHI,2BBr.,XaPen,E143D,25093002,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
126,2BBr.,Impaired vision due to diabetic retinopathy,YasHI,2BBr.,XaPen,E143D,373041000000101,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
127,2BBr.,Impaired vision due to diabetic retinopathy,YasHI,2BBr.,XaPen,E143D,95722004,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
128,F420.,Diabetic retinopathy,Y01xq,.F521,F420.,E143D,247128007,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
129,F420.,Diabetic retinopathy,Y01xq,.F521,F420.,E143D,25093002,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
130,F420.,Diabetic retinopathy,Y01xq,.F521,F420.,E143D,373041000000101,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
131,F420.,Diabetic retinopathy,Y01xq,.F521,F420.,E143D,95722004,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
132,F4204,Diabetic maculopathy,Y01xv,.C273,X00dG,E143D,247128007,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
133,F4204,Diabetic maculopathy,Y01xv,.C273,X00dG,E143D,25093002,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
134,F4204,Diabetic maculopathy,Y01xv,.C273,X00dG,E143D,373041000000101,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
135,F4204,Diabetic maculopathy,Y01xv,.C273,X00dG,E143D,95722004,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
136,F4204,Diabetic maculopathy,Y01xv,F4204,X00dG,E143D,247128007,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
137,F4204,Diabetic maculopathy,Y01xv,F4204,X00dG,E143D,25093002,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
138,F4204,Diabetic maculopathy,Y01xv,F4204,X00dG,E143D,373041000000101,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
139,F4204,Diabetic maculopathy,Y01xv,F4204,X00dG,E143D,95722004,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
140,F4205,Advanced diabetic retinal disease,Yad3s,F4205,XaD2T,E143D,247128007,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
141,F4205,Advanced diabetic retinal disease,Yad3s,F4205,XaD2T,E143D,25093002,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
142,F4205,Advanced diabetic retinal disease,Yad3s,F4205,XaD2T,E143D,373041000000101,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
143,F4205,Advanced diabetic retinal disease,Yad3s,F4205,XaD2T,E143D,95722004,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
144,F4206,Non proliferative diabetic retinopathy,Yakpq,F4206,XaIP5,E143D,247128007,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
145,F4206,Non proliferative diabetic retinopathy,Yakpq,F4206,XaIP5,E143D,25093002,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
146,F4206,Non proliferative diabetic retinopathy,Yakpq,F4206,XaIP5,E143D,373041000000101,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
147,F4206,Non proliferative diabetic retinopathy,Yakpq,F4206,XaIP5,E143D,95722004,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
148,F4207,High risk proliferative diabetic retinopathy,Yakyv,F4207,XaE5X,E143D,247128007,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
149,F4207,High risk proliferative diabetic retinopathy,Yakyv,F4207,XaE5X,E143D,25093002,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
150,F4207,High risk proliferative diabetic retinopathy,Yakyv,F4207,XaE5X,E143D,373041000000101,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
151,F4207,High risk proliferative diabetic retinopathy,Yakyv,F4207,XaE5X,E143D,95722004,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
152,F4208,High risk non proliferative diabetic retinopathy,Yakyw,F4208,XaIW8,E143D,247128007,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
153,F4208,High risk non proliferative diabetic retinopathy,Yakyw,F4208,XaIW8,E143D,25093002,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
154,F4208,High risk non proliferative diabetic retinopathy,Yakyw,F4208,XaIW8,E143D,373041000000101,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
155,F4208,High risk non proliferative diabetic retinopathy,Yakyw,F4208,XaIW8,E143D,95722004,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
156,F4640,Diabetic cataract,Y01tp,.F553,F4640,E143D,247128007,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
157,F4640,Diabetic cataract,Y01tp,.F553,F4640,E143D,25093002,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
158,F4640,Diabetic cataract,Y01tp,.F553,F4640,E143D,373041000000101,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
159,F4640,Diabetic cataract,Y01tp,.F553,F4640,E143D,95722004,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
160,2G5A.,O/E - Right diabetic foot at risk,YaafQ,2G5A.,XaBLf,E146,427089005,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
161,2G5B.,O/E - Left diabetic foot at risk,YaafR,2G5B.,XaBLg,E146,427089005,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
162,K27y7,Erectile dysfunction due to diabetes mellitus,Yaw29,K27y7,Xaa8r,E146,427089005,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
163,66AJ.,Diabetic - poor control,Y7A10,.66AJ,XE1T3,E149,190321005,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
164,66AJ.,Diabetic - poor control,Y7A10,66AJ.,XE1T3,E149,190321005,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
165,C10..,Diabetes mellitus,Y41Ox,.C2..,C10..,E149,190321005,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
166,C10FS,Maternally inherited diabetes mellitus,Yar0j,C10FS,XaOPt,E149,190321005,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
167,C10P.,Diabetes mellitus in remission,YawW4,C10P.,Xaagd,E149,190321005,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
168,Cyu2.,[X]Diabetes mellitus,YMABP,Cyu2.,C10..,E149,190321005,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
169,C104.,Diabetes mellitus with renal manifestation,Y41PE,C104.,XE10G,E142D,445170001,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
170,C104.,Diabetic nephropathy,Y31jS,C104.,X30Kk,E142D,445170001,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
171,K08yA,Proteinuric diabetic nephropathy,Y31jV,K08yA,X30Km,E142D,445170001,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
172,K08yA,Clinical diabetic nephropathy,Y31jW,K08yA,X30Km,E142D,445170001,E14,Diabetes not otherwise specified (6),C1122,3383,PH152,304,Diabetes,Diabetes,Unspecified diabetes mellitus
173,1M8..,Diabetic peripheral neuropathic pain,YaxiY,1M8..,Xac0x,E104D,230575000,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
174,1M8..,Diabetic peripheral neuropathic pain,YaxiY,1M8..,Xac0x,E104D,420918009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
175,1M8..,Diabetic peripheral neuropathic pain,YaxiY,1M8..,Xac0x,E104D,278511008,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
176,1M8..,Diabetic peripheral neuropathic pain,YaxiY,1M8..,Xac0x,E104D,230572002,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
177,1M8..,Diabetic peripheral neuropathic pain,YaxiY,1M8..,Xac0x,E104D,427571000,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
178,C106.,Diabetes mellitus with neurological manifestation,Y41Oy,C106.,XE10H,E104D,230575000,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
179,C106.,Diabetes mellitus with neurological manifestation,Y41Oy,C106.,XE10H,E104D,420918009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
180,C106.,Diabetes mellitus with neurological manifestation,Y41Oy,C106.,XE10H,E104D,278511008,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
181,C106.,Diabetes mellitus with neurological manifestation,Y41Oy,C106.,XE10H,E104D,230572002,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
182,C106.,Diabetes mellitus with neurological manifestation,Y41Oy,C106.,XE10H,E104D,427571000,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
183,C106.,Diabetic amyotrophy,Y00Xo,.C28.,XaPmX,E104D,230575000,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
184,C106.,Diabetic amyotrophy,Y00Xo,.C28.,XaPmX,E104D,420918009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
185,C106.,Diabetic amyotrophy,Y00Xo,.C28.,XaPmX,E104D,278511008,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
186,C106.,Diabetic amyotrophy,Y00Xo,.C28.,XaPmX,E104D,230572002,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
187,C106.,Diabetic amyotrophy,Y00Xo,.C28.,XaPmX,E104D,427571000,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
188,C106.,Diabetic amyotrophy,Y00Xo,C106.,XaPmX,E104D,230575000,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
189,C106.,Diabetic amyotrophy,Y00Xo,C106.,XaPmX,E104D,420918009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
190,C106.,Diabetic amyotrophy,Y00Xo,C106.,XaPmX,E104D,278511008,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
191,C106.,Diabetic amyotrophy,Y00Xo,C106.,XaPmX,E104D,230572002,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
192,C106.,Diabetic amyotrophy,Y00Xo,C106.,XaPmX,E104D,427571000,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
193,C106.,Diabetic amyotrophy,Y00Xo,F3813,XaPmX,E104D,230575000,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
194,C106.,Diabetic amyotrophy,Y00Xo,F3813,XaPmX,E104D,420918009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
195,C106.,Diabetic amyotrophy,Y00Xo,F3813,XaPmX,E104D,278511008,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
196,C106.,Diabetic amyotrophy,Y00Xo,F3813,XaPmX,E104D,230572002,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
197,C106.,Diabetic amyotrophy,Y00Xo,F3813,XaPmX,E104D,427571000,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
198,C106.,Diabetic amyotrophy,Y00Xo,XE15n,XaPmX,E104D,230575000,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
199,C106.,Diabetic amyotrophy,Y00Xo,XE15n,XaPmX,E104D,420918009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
200,C106.,Diabetic amyotrophy,Y00Xo,XE15n,XaPmX,E104D,278511008,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
201,C106.,Diabetic amyotrophy,Y00Xo,XE15n,XaPmX,E104D,230572002,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
202,C106.,Diabetic amyotrophy,Y00Xo,XE15n,XaPmX,E104D,427571000,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
203,C106.,Diabetic amyotrophy,Y00Xo,Xa0lK,XaPmX,E104D,230575000,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
204,C106.,Diabetic amyotrophy,Y00Xo,Xa0lK,XaPmX,E104D,420918009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
205,C106.,Diabetic amyotrophy,Y00Xo,Xa0lK,XaPmX,E104D,278511008,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
206,C106.,Diabetic amyotrophy,Y00Xo,Xa0lK,XaPmX,E104D,230572002,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
207,C106.,Diabetic amyotrophy,Y00Xo,Xa0lK,XaPmX,E104D,427571000,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
208,F3813,Diabetic amyotrophy,Y00Xo,.C28.,XaPmX,E104D,230575000,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
209,F3813,Diabetic amyotrophy,Y00Xo,.C28.,XaPmX,E104D,420918009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
210,F3813,Diabetic amyotrophy,Y00Xo,.C28.,XaPmX,E104D,278511008,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
211,F3813,Diabetic amyotrophy,Y00Xo,.C28.,XaPmX,E104D,230572002,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
212,F3813,Diabetic amyotrophy,Y00Xo,.C28.,XaPmX,E104D,427571000,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
213,F3813,Diabetic amyotrophy,Y00Xo,C106.,XaPmX,E104D,230575000,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
214,F3813,Diabetic amyotrophy,Y00Xo,C106.,XaPmX,E104D,420918009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
